repetition,passed,reward,phase,reason,elapsed_seconds,agent_elapsed_seconds,total_elapsed_seconds,model_turns,model_requests,tool_calls,input_tokens,output_tokens,cache_tokens,total_tokens,reasoning_effort,reasoning_parameter,reasoning_value,reasoning_capability_status,failure_stage,infrastructure_reason,opencode_version,image_digest,source_image_digest,matrix_model,matrix_agent,matrix_task
1,False,0.0,failed,runtime error: TransientModelError,384.056532,384.056532,476.532573,4,7,7,4066,219,2688,4285.0,high,reasoning_effort,,supported,failed,,1.18.25,sha256:61947c58343c360623832b131e47857a338f8719f674ff150c4bf9596be102fa,sha256:88c77df05432252dabdc09126840419e814c4a27059f63d69ab430ba6fbfaf47,glm-5.3-flash,course-coding-agent,write-compressor
2,False,0.0,failed,runtime error: TransientModelError,368.079805,368.079805,425.885576,2,5,4,1738,74,704,1812.0,high,reasoning_effort,,supported,failed,,1.18.25,sha256:61947c58343c360623832b131e47857a338f8719f674ff150c4bf9596be102fa,sha256:88c77df05432252dabdc09126840419e814c4a27059f63d69ab430ba6fbfaf47,glm-5.3-flash,course-coding-agent,write-compressor
3,False,0.0,failed,runtime error: TransientModelError,378.519866,378.519866,434.671773,3,6,5,3110,214,704,3324.0,high,reasoning_effort,,supported,failed,,1.18.25,sha256:61947c58343c360623832b131e47857a338f8719f674ff150c4bf9596be102fa,sha256:88c77df05432252dabdc09126840419e814c4a27059f63d69ab430ba6fbfaf47,glm-5.3-flash,course-coding-agent,write-compressor
1,True,1.0,completed,trial completed,751.780551,751.780551,776.086349,46,46,62,1517088,6889,1423680,1523977.0,,,,,,,1.18.25,sha256:fee429795cb390e673e80cf41343e141c7229c8610f7a7f7ec11c1e020709f93,sha256:3612a38fadb89a96f74a1a951fb0b0af734198fd160571eeaba6401593234594,glm-5.3-flash,opencode-pinned,build-cython-ext
2,True,1.0,completed,trial completed,720.167591,720.167591,745.276321,40,40,60,1125336,7134,1078528,1132470.0,,,,,,,1.18.25,sha256:fee429795cb390e673e80cf41343e141c7229c8610f7a7f7ec11c1e020709f93,sha256:3612a38fadb89a96f74a1a951fb0b0af734198fd160571eeaba6401593234594,glm-5.3-flash,opencode-pinned,build-cython-ext
3,True,1.0,completed,trial completed,762.243065,762.243065,795.603008,57,57,79,1806042,8238,1728576,1814280.0,,,,,,,1.18.25,sha256:fee429795cb390e673e80cf41343e141c7229c8610f7a7f7ec11c1e020709f93,sha256:3612a38fadb89a96f74a1a951fb0b0af734198fd160571eeaba6401593234594,glm-5.3-flash,opencode-pinned,build-cython-ext
1,False,0.0,timeout,Agent execution timed out after 900.0 seconds,900.095808,900.095808,1036.320158,9,9,9,169853,2248,124480,172101.0,,,,,,,1.18.25,sha256:e546257912a15de95355ba81b0b8dfd5c553793597cf1c91722695ecaa847bb6,sha256:84c7fae6b256dcc56a350790e2a9715eefc7dad662a9d8e8a472363aa71ef18d,glm-5.3-flash,opencode-pinned,cancel-async-tasks
2,False,0.0,completed,trial completed,606.408836,606.408836,697.261908,10,10,14,225020,2777,168320,227797.0,,,,,,,1.18.25,sha256:e546257912a15de95355ba81b0b8dfd5c553793597cf1c91722695ecaa847bb6,sha256:84c7fae6b256dcc56a350790e2a9715eefc7dad662a9d8e8a472363aa71ef18d,glm-5.3-flash,opencode-pinned,cancel-async-tasks
3,False,0.0,completed,trial completed,535.747551,535.747551,612.519599,7,7,7,163504,1798,106496,165302.0,,,,,,,1.18.25,sha256:e546257912a15de95355ba81b0b8dfd5c553793597cf1c91722695ecaa847bb6,sha256:84c7fae6b256dcc56a350790e2a9715eefc7dad662a9d8e8a472363aa71ef18d,glm-5.3-flash,opencode-pinned,cancel-async-tasks
1,True,1.0,completed,trial completed,72.68495,72.68495,97.555692,8,8,9,74092,647,56896,74739.0,,,,,,,1.18.25,sha256:2b304f956edc47947f3f27996bbc4b2ad017c74dfe3a8c6b7b911ab163963316,sha256:cac325252991f823713b2d0441502972901dd782bd67f66c03d9b1e410dac5c0,glm-5.3-flash,opencode-pinned,fix-code-vulnerability
2,False,0.0,timeout,Agent execution timed out after 900.0 seconds,900.095261,900.095261,977.983426,2,2,4,16526,105,9088,16631.0,,,,,,,1.18.25,sha256:2b304f956edc47947f3f27996bbc4b2ad017c74dfe3a8c6b7b911ab163963316,sha256:cac325252991f823713b2d0441502972901dd782bd67f66c03d9b1e410dac5c0,glm-5.3-flash,opencode-pinned,fix-code-vulnerability
3,True,1.0,completed,trial completed,104.947853,104.947853,126.529788,10,10,13,461986,956,340864,462942.0,,,,,,,1.18.25,sha256:2b304f956edc47947f3f27996bbc4b2ad017c74dfe3a8c6b7b911ab163963316,sha256:cac325252991f823713b2d0441502972901dd782bd67f66c03d9b1e410dac5c0,glm-5.3-flash,opencode-pinned,fix-code-vulnerability
1,True,1.0,completed,trial completed,137.535041,137.535041,307.227535,10,10,13,121065,1183,100672,122248.0,,,,,,,1.18.25,sha256:1d8d642c14a0bac0151b38d80904a0f3f3e032d61b8249ce47ecc0ef760b9361,sha256:389b9c8247610c2c5be080b1ac00429007c2c69bf57f7f26c79f0f75ba2d5c74,glm-5.3-flash,opencode-pinned,fix-git
2,True,1.0,completed,trial completed,131.931773,131.931773,233.854323,9,9,12,88125,988,75968,89113.0,,,,,,,1.18.25,sha256:1d8d642c14a0bac0151b38d80904a0f3f3e032d61b8249ce47ecc0ef760b9361,sha256:389b9c8247610c2c5be080b1ac00429007c2c69bf57f7f26c79f0f75ba2d5c74,glm-5.3-flash,opencode-pinned,fix-git
3,True,1.0,completed,trial completed,60.487548,60.487548,124.158035,9,9,12,76329,890,59520,77219.0,,,,,,,1.18.25,sha256:1d8d642c14a0bac0151b38d80904a0f3f3e032d61b8249ce47ecc0ef760b9361,sha256:389b9c8247610c2c5be080b1ac00429007c2c69bf57f7f26c79f0f75ba2d5c74,glm-5.3-flash,opencode-pinned,fix-git
1,True,1.0,timeout,Agent execution timed out after 900.0 seconds,900.002363,900.002363,990.873708,11,11,12,269309,5258,235840,274567.0,,,,,,,1.18.25,sha256:fe54eef9197c5fa84a335d5a840415f647e29d4cf2df7b02625e7b55dfa5da40,sha256:eb7e209672bf6cef2785fafd9e13509b10626c327bcc2b37f5bf40ca83eaf3aa,glm-5.3-flash,opencode-pinned,headless-terminal
2,False,0.0,timeout,Agent execution timed out after 900.0 seconds,900.10023,900.10023,973.168187,3,3,4,22020,72,10112,22092.0,,,,,,,1.18.25,sha256:fe54eef9197c5fa84a335d5a840415f647e29d4cf2df7b02625e7b55dfa5da40,sha256:eb7e209672bf6cef2785fafd9e13509b10626c327bcc2b37f5bf40ca83eaf3aa,glm-5.3-flash,opencode-pinned,headless-terminal
3,True,1.0,timeout,Agent execution timed out after 900.0 seconds,900.006124,900.006124,968.688892,27,27,28,632128,6929,599104,639057.0,,,,,,,1.18.25,sha256:fe54eef9197c5fa84a335d5a840415f647e29d4cf2df7b02625e7b55dfa5da40,sha256:eb7e209672bf6cef2785fafd9e13509b10626c327bcc2b37f5bf40ca83eaf3aa,glm-5.3-flash,opencode-pinned,headless-terminal
1,True,1.0,completed,trial completed,123.771371,123.771371,160.116969,14,14,13,131550,1670,112384,133220.0,,,,,,,1.18.25,sha256:7d8105a668eeefd6bbe58cbff073d5a188b1d3ed4b47b05e75ee7351ba0d7b41,sha256:3399400800dcb207634daa42bc1b052e831e285cc9d221eea66c47bc0fc79791,glm-5.3-flash,opencode-pinned,kv-store-grpc
2,True,1.0,completed,trial completed,155.341901,155.341901,196.86954,15,15,14,156387,1997,143040,158384.0,,,,,,,1.18.25,sha256:7d8105a668eeefd6bbe58cbff073d5a188b1d3ed4b47b05e75ee7351ba0d7b41,sha256:3399400800dcb207634daa42bc1b052e831e285cc9d221eea66c47bc0fc79791,glm-5.3-flash,opencode-pinned,kv-store-grpc
3,True,1.0,completed,trial completed,117.069892,117.069892,154.195196,15,15,15,143088,1965,131008,145053.0,,,,,,,1.18.25,sha256:7d8105a668eeefd6bbe58cbff073d5a188b1d3ed4b47b05e75ee7351ba0d7b41,sha256:3399400800dcb207634daa42bc1b052e831e285cc9d221eea66c47bc0fc79791,glm-5.3-flash,opencode-pinned,kv-store-grpc
1,True,1.0,completed,trial completed,449.876811,449.876811,526.588844,14,14,13,313075,1674,254720,314749.0,,,,,,,1.18.25,sha256:215db1f9f42d77a325de5d8de932d7c7290dd7328a03bed39667e5663717f41b,sha256:0f1c3b7816d70cf5551573fd6aeef76893f2ae3000be2419997b6871b5d987ed,glm-5.3-flash,opencode-pinned,polyglot-c-py
2,True,1.0,completed,trial completed,700.59838,700.59838,790.85778,13,13,15,270316,1508,221440,271824.0,,,,,,,1.18.25,sha256:215db1f9f42d77a325de5d8de932d7c7290dd7328a03bed39667e5663717f41b,sha256:0f1c3b7816d70cf5551573fd6aeef76893f2ae3000be2419997b6871b5d987ed,glm-5.3-flash,opencode-pinned,polyglot-c-py
3,False,0.0,timeout,Agent execution timed out after 900.0 seconds,900.100768,900.100768,959.21667,,,,,,,,,,,,,,1.18.25,sha256:215db1f9f42d77a325de5d8de932d7c7290dd7328a03bed39667e5663717f41b,sha256:0f1c3b7816d70cf5551573fd6aeef76893f2ae3000be2419997b6871b5d987ed,glm-5.3-flash,opencode-pinned,polyglot-c-py
1,False,0.0,timeout,Agent execution timed out after 900.0 seconds,900.100746,900.100746,1072.028236,1,1,2,7127,35,0,7162.0,,,,,,,1.18.25,sha256:61947c58343c360623832b131e47857a338f8719f674ff150c4bf9596be102fa,sha256:88c77df05432252dabdc09126840419e814c4a27059f63d69ab430ba6fbfaf47,glm-5.3-flash,opencode-pinned,write-compressor
2,False,0.0,timeout,Agent execution timed out after 900.0 seconds,900.097169,900.097169,1003.306153,4,4,6,82674,356,47616,83030.0,,,,,,,1.18.25,sha256:61947c58343c360623832b131e47857a338f8719f674ff150c4bf9596be102fa,sha256:88c77df05432252dabdc09126840419e814c4a27059f63d69ab430ba6fbfaf47,glm-5.3-flash,opencode-pinned,write-compressor
3,False,0.0,completed,trial completed,857.786524,857.786524,980.104258,2,2,2,15111,42,6784,15153.0,,,,,,,1.18.25,sha256:61947c58343c360623832b131e47857a338f8719f674ff150c4bf9596be102fa,sha256:88c77df05432252dabdc09126840419e814c4a27059f63d69ab430ba6fbfaf47,glm-5.3-flash,opencode-pinned,write-compressor
1,True,1.0,completed,model returned a final response,592.612901,592.612901,612.902206,27,27,74,669437,9261,,678698.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:fee429795cb390e673e80cf41343e141c7229c8610f7a7f7ec11c1e020709f93,sha256:3612a38fadb89a96f74a1a951fb0b0af734198fd160571eeaba6401593234594,gpt-5.6-sol,course-coding-agent,build-cython-ext
2,True,1.0,completed,model returned a final response,502.270509,502.270509,523.435383,27,27,79,690392,11190,,701582.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:fee429795cb390e673e80cf41343e141c7229c8610f7a7f7ec11c1e020709f93,sha256:3612a38fadb89a96f74a1a951fb0b0af734198fd160571eeaba6401593234594,gpt-5.6-sol,course-coding-agent,build-cython-ext
3,True,1.0,failed,runtime error: PermanentModelError,489.276909,489.276909,510.494623,27,28,70,649839,10223,,660062.0,high,reasoning_effort,,supported,failed,,1.18.25,sha256:fee429795cb390e673e80cf41343e141c7229c8610f7a7f7ec11c1e020709f93,sha256:3612a38fadb89a96f74a1a951fb0b0af734198fd160571eeaba6401593234594,gpt-5.6-sol,course-coding-agent,build-cython-ext
1,True,1.0,completed,model returned a final response,54.382332,54.382332,103.207844,4,4,6,4702,2483,,7185.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:e546257912a15de95355ba81b0b8dfd5c553793597cf1c91722695ecaa847bb6,sha256:84c7fae6b256dcc56a350790e2a9715eefc7dad662a9d8e8a472363aa71ef18d,gpt-5.6-sol,course-coding-agent,cancel-async-tasks
2,True,1.0,completed,model returned a final response,128.257094,128.257094,178.46835,5,5,6,7144,3284,,10428.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:e546257912a15de95355ba81b0b8dfd5c553793597cf1c91722695ecaa847bb6,sha256:84c7fae6b256dcc56a350790e2a9715eefc7dad662a9d8e8a472363aa71ef18d,gpt-5.6-sol,course-coding-agent,cancel-async-tasks
3,True,1.0,completed,model returned a final response,109.122948,109.122948,156.199055,5,5,6,5551,2561,,8112.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:e546257912a15de95355ba81b0b8dfd5c553793597cf1c91722695ecaa847bb6,sha256:84c7fae6b256dcc56a350790e2a9715eefc7dad662a9d8e8a472363aa71ef18d,gpt-5.6-sol,course-coding-agent,cancel-async-tasks
1,True,1.0,completed,model returned a final response,131.924662,131.924662,149.615756,10,10,31,172796,2664,,175460.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:2b304f956edc47947f3f27996bbc4b2ad017c74dfe3a8c6b7b911ab163963316,sha256:cac325252991f823713b2d0441502972901dd782bd67f66c03d9b1e410dac5c0,gpt-5.6-sol,course-coding-agent,fix-code-vulnerability
2,True,1.0,completed,model returned a final response,158.88355,158.88355,176.012544,16,16,37,330597,4022,,334619.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:2b304f956edc47947f3f27996bbc4b2ad017c74dfe3a8c6b7b911ab163963316,sha256:cac325252991f823713b2d0441502972901dd782bd67f66c03d9b1e410dac5c0,gpt-5.6-sol,course-coding-agent,fix-code-vulnerability
3,True,1.0,completed,model returned a final response,87.935152,87.935152,106.310987,12,12,36,225244,2513,,227757.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:2b304f956edc47947f3f27996bbc4b2ad017c74dfe3a8c6b7b911ab163963316,sha256:cac325252991f823713b2d0441502972901dd782bd67f66c03d9b1e410dac5c0,gpt-5.6-sol,course-coding-agent,fix-code-vulnerability
1,True,1.0,completed,model returned a final response,149.512338,149.512338,183.138717,9,9,18,94598,3475,,98073.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:1d8d642c14a0bac0151b38d80904a0f3f3e032d61b8249ce47ecc0ef760b9361,sha256:389b9c8247610c2c5be080b1ac00429007c2c69bf57f7f26c79f0f75ba2d5c74,gpt-5.6-sol,course-coding-agent,fix-git
2,True,1.0,completed,model returned a final response,110.478622,110.478622,145.764288,11,11,27,132359,4045,,136404.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:1d8d642c14a0bac0151b38d80904a0f3f3e032d61b8249ce47ecc0ef760b9361,sha256:389b9c8247610c2c5be080b1ac00429007c2c69bf57f7f26c79f0f75ba2d5c74,gpt-5.6-sol,course-coding-agent,fix-git
3,True,1.0,completed,model returned a final response,217.465159,217.465159,251.684268,10,10,26,98760,5249,,104009.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:1d8d642c14a0bac0151b38d80904a0f3f3e032d61b8249ce47ecc0ef760b9361,sha256:389b9c8247610c2c5be080b1ac00429007c2c69bf57f7f26c79f0f75ba2d5c74,gpt-5.6-sol,course-coding-agent,fix-git
1,True,1.0,completed,model returned a final response,301.665209,301.665209,352.843657,10,10,13,49435,7656,,57091.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:fe54eef9197c5fa84a335d5a840415f647e29d4cf2df7b02625e7b55dfa5da40,sha256:eb7e209672bf6cef2785fafd9e13509b10626c327bcc2b37f5bf40ca83eaf3aa,gpt-5.6-sol,course-coding-agent,headless-terminal
2,False,0.0,failed,runtime error: TransientModelError,376.232314,376.232314,414.219188,2,5,4,1465,168,,1633.0,high,reasoning_effort,,supported,failed,,1.18.25,sha256:fe54eef9197c5fa84a335d5a840415f647e29d4cf2df7b02625e7b55dfa5da40,sha256:eb7e209672bf6cef2785fafd9e13509b10626c327bcc2b37f5bf40ca83eaf3aa,gpt-5.6-sol,course-coding-agent,headless-terminal
3,True,1.0,completed,model returned a final response,300.38243,300.38243,347.917674,9,10,15,32003,7048,,39051.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:fe54eef9197c5fa84a335d5a840415f647e29d4cf2df7b02625e7b55dfa5da40,sha256:eb7e209672bf6cef2785fafd9e13509b10626c327bcc2b37f5bf40ca83eaf3aa,gpt-5.6-sol,course-coding-agent,headless-terminal
1,False,0.0,completed,model returned a final response,78.699345,78.699345,103.930273,6,6,8,11936,2530,,14466.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:7d8105a668eeefd6bbe58cbff073d5a188b1d3ed4b47b05e75ee7351ba0d7b41,sha256:3399400800dcb207634daa42bc1b052e831e285cc9d221eea66c47bc0fc79791,gpt-5.6-sol,course-coding-agent,kv-store-grpc
2,True,1.0,completed,model returned a final response,130.621709,130.621709,152.435129,7,7,10,15082,2731,,17813.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:7d8105a668eeefd6bbe58cbff073d5a188b1d3ed4b47b05e75ee7351ba0d7b41,sha256:3399400800dcb207634daa42bc1b052e831e285cc9d221eea66c47bc0fc79791,gpt-5.6-sol,course-coding-agent,kv-store-grpc
3,False,0.0,failed,runtime error: PermanentModelError,0.476052,0.476052,23.987055,0,1,0,,,,,high,reasoning_effort,,supported,failed,,1.18.25,sha256:7d8105a668eeefd6bbe58cbff073d5a188b1d3ed4b47b05e75ee7351ba0d7b41,sha256:3399400800dcb207634daa42bc1b052e831e285cc9d221eea66c47bc0fc79791,gpt-5.6-sol,course-coding-agent,kv-store-grpc
1,True,1.0,completed,model returned a final response,209.81496,209.81496,269.464214,11,11,17,44293,10021,,54314.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:215db1f9f42d77a325de5d8de932d7c7290dd7328a03bed39667e5663717f41b,sha256:0f1c3b7816d70cf5551573fd6aeef76893f2ae3000be2419997b6871b5d987ed,gpt-5.6-sol,course-coding-agent,polyglot-c-py
2,True,1.0,completed,model returned a final response,455.015254,455.015254,524.724374,10,11,13,34181,8541,,42722.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:215db1f9f42d77a325de5d8de932d7c7290dd7328a03bed39667e5663717f41b,sha256:0f1c3b7816d70cf5551573fd6aeef76893f2ae3000be2419997b6871b5d987ed,gpt-5.6-sol,course-coding-agent,polyglot-c-py
3,True,1.0,completed,model returned a final response,438.235701,438.235701,493.903103,10,10,12,33974,11336,,45310.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:215db1f9f42d77a325de5d8de932d7c7290dd7328a03bed39667e5663717f41b,sha256:0f1c3b7816d70cf5551573fd6aeef76893f2ae3000be2419997b6871b5d987ed,gpt-5.6-sol,course-coding-agent,polyglot-c-py
1,True,1.0,completed,model returned a final response,308.421023,308.421023,367.895232,13,13,18,83735,13501,,97236.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:61947c58343c360623832b131e47857a338f8719f674ff150c4bf9596be102fa,sha256:88c77df05432252dabdc09126840419e814c4a27059f63d69ab430ba6fbfaf47,gpt-5.6-sol,course-coding-agent,write-compressor
2,True,1.0,completed,model returned a final response,202.320172,202.320172,262.647181,11,11,17,63068,9539,,72607.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:61947c58343c360623832b131e47857a338f8719f674ff150c4bf9596be102fa,sha256:88c77df05432252dabdc09126840419e814c4a27059f63d69ab430ba6fbfaf47,gpt-5.6-sol,course-coding-agent,write-compressor
3,True,1.0,completed,model returned a final response,860.179996,860.179996,918.553318,12,15,17,60758,12811,,73569.0,high,reasoning_effort,,supported,completed,,1.18.25,sha256:61947c58343c360623832b131e47857a338f8719f674ff150c4bf9596be102fa,sha256:88c77df05432252dabdc09126840419e814c4a27059f63d69ab430ba6fbfaf47,gpt-5.6-sol,course-coding-agent,write-compressor
1,True,1.0,completed,trial completed,574.70704,574.70704,602.434436,45,45,62,1862278,6830,1771008,1869108.0,,,,,,,1.18.25,sha256:fee429795cb390e673e80cf41343e141c7229c8610f7a7f7ec11c1e020709f93,sha256:3612a38fadb89a96f74a1a951fb0b0af734198fd160571eeaba6401593234594,gpt-5.6-sol,opencode-pinned,build-cython-ext
2,True,1.0,completed,trial completed,806.928804,806.928804,832.527001,51,51,78,2353400,8220,2251776,2361620.0,,,,,,,1.18.25,sha256:fee429795cb390e673e80cf41343e141c7229c8610f7a7f7ec11c1e020709f93,sha256:3612a38fadb89a96f74a1a951fb0b0af734198fd160571eeaba6401593234594,gpt-5.6-sol,opencode-pinned,build-cython-ext
3,True,1.0,completed,trial completed,586.295428,586.295428,611.586111,35,35,50,1162780,7828,1077760,1170608.0,,,,,,,1.18.25,sha256:fee429795cb390e673e80cf41343e141c7229c8610f7a7f7ec11c1e020709f93,sha256:3612a38fadb89a96f74a1a951fb0b0af734198fd160571eeaba6401593234594,gpt-5.6-sol,opencode-pinned,build-cython-ext
1,True,1.0,completed,trial completed,69.335175,69.335175,231.785675,4,4,7,44660,998,30208,45658.0,,,,,,,1.18.25,sha256:e546257912a15de95355ba81b0b8dfd5c553793597cf1c91722695ecaa847bb6,sha256:84c7fae6b256dcc56a350790e2a9715eefc7dad662a9d8e8a472363aa71ef18d,gpt-5.6-sol,opencode-pinned,cancel-async-tasks
2,False,0.0,completed,trial completed,47.505082,47.505082,394.330025,4,4,5,45816,1014,20480,46830.0,,,,,,,1.18.25,sha256:e546257912a15de95355ba81b0b8dfd5c553793597cf1c91722695ecaa847bb6,sha256:84c7fae6b256dcc56a350790e2a9715eefc7dad662a9d8e8a472363aa71ef18d,gpt-5.6-sol,opencode-pinned,cancel-async-tasks
3,True,1.0,completed,trial completed,72.088286,72.088286,223.867808,6,6,7,70191,1230,53760,71421.0,,,,,,,1.18.25,sha256:e546257912a15de95355ba81b0b8dfd5c553793597cf1c91722695ecaa847bb6,sha256:84c7fae6b256dcc56a350790e2a9715eefc7dad662a9d8e8a472363aa71ef18d,gpt-5.6-sol,opencode-pinned,cancel-async-tasks
1,True,1.0,completed,trial completed,103.028336,103.028336,123.651455,9,9,19,179455,1511,147456,180966.0,,,,,,,1.18.25,sha256:2b304f956edc47947f3f27996bbc4b2ad017c74dfe3a8c6b7b911ab163963316,sha256:cac325252991f823713b2d0441502972901dd782bd67f66c03d9b1e410dac5c0,gpt-5.6-sol,opencode-pinned,fix-code-vulnerability
2,True,1.0,completed,trial completed,125.521602,125.521602,148.3275,11,11,23,352293,1648,298496,353941.0,,,,,,,1.18.25,sha256:2b304f956edc47947f3f27996bbc4b2ad017c74dfe3a8c6b7b911ab163963316,sha256:cac325252991f823713b2d0441502972901dd782bd67f66c03d9b1e410dac5c0,gpt-5.6-sol,opencode-pinned,fix-code-vulnerability
3,True,1.0,completed,trial completed,81.866478,81.866478,103.58221,10,10,19,230134,1513,192000,231647.0,,,,,,,1.18.25,sha256:2b304f956edc47947f3f27996bbc4b2ad017c74dfe3a8c6b7b911ab163963316,sha256:cac325252991f823713b2d0441502972901dd782bd67f66c03d9b1e410dac5c0,gpt-5.6-sol,opencode-pinned,fix-code-vulnerability
1,True,1.0,completed,trial completed,118.682613,118.682613,264.576456,17,17,28,284784,2249,256512,287033.0,,,,,,,1.18.25,sha256:1d8d642c14a0bac0151b38d80904a0f3f3e032d61b8249ce47ecc0ef760b9361,sha256:389b9c8247610c2c5be080b1ac00429007c2c69bf57f7f26c79f0f75ba2d5c74,gpt-5.6-sol,opencode-pinned,fix-git
2,True,1.0,completed,trial completed,102.636304,102.636304,262.481408,13,13,25,190140,1871,164864,192011.0,,,,,,,1.18.25,sha256:1d8d642c14a0bac0151b38d80904a0f3f3e032d61b8249ce47ecc0ef760b9361,sha256:389b9c8247610c2c5be080b1ac00429007c2c69bf57f7f26c79f0f75ba2d5c74,gpt-5.6-sol,opencode-pinned,fix-git
3,True,1.0,completed,trial completed,101.811952,101.811952,179.660456,13,13,26,190324,1802,151040,192126.0,,,,,,,1.18.25,sha256:1d8d642c14a0bac0151b38d80904a0f3f3e032d61b8249ce47ecc0ef760b9361,sha256:389b9c8247610c2c5be080b1ac00429007c2c69bf57f7f26c79f0f75ba2d5c74,gpt-5.6-sol,opencode-pinned,fix-git
1,True,1.0,completed,trial completed,234.376395,234.376395,485.201386,21,21,23,315428,4343,264704,319771.0,,,,,,,1.18.25,sha256:fe54eef9197c5fa84a335d5a840415f647e29d4cf2df7b02625e7b55dfa5da40,sha256:eb7e209672bf6cef2785fafd9e13509b10626c327bcc2b37f5bf40ca83eaf3aa,gpt-5.6-sol,opencode-pinned,headless-terminal
2,True,1.0,completed,trial completed,151.609936,151.609936,260.758809,11,11,12,146161,3314,132608,149475.0,,,,,,,1.18.25,sha256:fe54eef9197c5fa84a335d5a840415f647e29d4cf2df7b02625e7b55dfa5da40,sha256:eb7e209672bf6cef2785fafd9e13509b10626c327bcc2b37f5bf40ca83eaf3aa,gpt-5.6-sol,opencode-pinned,headless-terminal
3,True,1.0,completed,trial completed,413.734914,413.734914,518.366198,14,14,15,188083,3673,148480,191756.0,,,,,,,1.18.25,sha256:fe54eef9197c5fa84a335d5a840415f647e29d4cf2df7b02625e7b55dfa5da40,sha256:eb7e209672bf6cef2785fafd9e13509b10626c327bcc2b37f5bf40ca83eaf3aa,gpt-5.6-sol,opencode-pinned,headless-terminal
1,True,1.0,completed,trial completed,141.302373,141.302373,194.965804,13,13,19,166605,2222,144384,168827.0,,,,,,,1.18.25,sha256:7d8105a668eeefd6bbe58cbff073d5a188b1d3ed4b47b05e75ee7351ba0d7b41,sha256:3399400800dcb207634daa42bc1b052e831e285cc9d221eea66c47bc0fc79791,gpt-5.6-sol,opencode-pinned,kv-store-grpc
2,True,1.0,completed,trial completed,171.582985,171.582985,217.993218,13,13,15,165772,2179,153088,167951.0,,,,,,,1.18.25,sha256:7d8105a668eeefd6bbe58cbff073d5a188b1d3ed4b47b05e75ee7351ba0d7b41,sha256:3399400800dcb207634daa42bc1b052e831e285cc9d221eea66c47bc0fc79791,gpt-5.6-sol,opencode-pinned,kv-store-grpc
3,True,1.0,completed,trial completed,142.438351,142.438351,175.486724,14,14,16,179090,2129,166912,181219.0,,,,,,,1.18.25,sha256:7d8105a668eeefd6bbe58cbff073d5a188b1d3ed4b47b05e75ee7351ba0d7b41,sha256:3399400800dcb207634daa42bc1b052e831e285cc9d221eea66c47bc0fc79791,gpt-5.6-sol,opencode-pinned,kv-store-grpc
1,True,1.0,completed,trial completed,127.885814,127.885814,250.380151,12,12,13,157227,2518,132608,159745.0,,,,,,,1.18.25,sha256:215db1f9f42d77a325de5d8de932d7c7290dd7328a03bed39667e5663717f41b,sha256:0f1c3b7816d70cf5551573fd6aeef76893f2ae3000be2419997b6871b5d987ed,gpt-5.6-sol,opencode-pinned,polyglot-c-py
2,True,1.0,completed,trial completed,182.676985,182.676985,458.703505,22,22,25,330793,2939,300032,333732.0,,,,,,,1.18.25,sha256:215db1f9f42d77a325de5d8de932d7c7290dd7328a03bed39667e5663717f41b,sha256:0f1c3b7816d70cf5551573fd6aeef76893f2ae3000be2419997b6871b5d987ed,gpt-5.6-sol,opencode-pinned,polyglot-c-py
3,True,1.0,completed,trial completed,266.851969,266.851969,635.645865,12,12,19,164360,2764,141824,167124.0,,,,,,,1.18.25,sha256:215db1f9f42d77a325de5d8de932d7c7290dd7328a03bed39667e5663717f41b,sha256:0f1c3b7816d70cf5551573fd6aeef76893f2ae3000be2419997b6871b5d987ed,gpt-5.6-sol,opencode-pinned,polyglot-c-py
1,False,0.0,timeout,Agent execution timed out after 900.0 seconds,900.002593,900.002593,1028.769892,51,51,55,1267449,10084,1168896,1277533.0,,,,,,,1.18.25,sha256:61947c58343c360623832b131e47857a338f8719f674ff150c4bf9596be102fa,sha256:88c77df05432252dabdc09126840419e814c4a27059f63d69ab430ba6fbfaf47,gpt-5.6-sol,opencode-pinned,write-compressor
